编号,标题,年份,封面,导演,编剧,主演,类型,上映日期,国家地区,语言,时长,别名,互联网电影数据库,评分,评分人数,五星,四星,三星,两星,一星,标记,简介
1291572,指环王2：双塔奇兵,2002,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p909265336.jpg,彼得·杰克逊,弗兰·威尔士,伊莱贾·伍德,剧情,2002/12/5, 美国 , 英语 ,179, 魔戒二部曲：双城奇谋 / 指环王II：双塔 / 魔戒2：双塔奇谋,tt0167261,9,364026,59.9,31.6,7.8,0.5,0.2,魔幻/史诗/美国/经典/战争/大片/2002/新西兰,第二部在延续第一部风格的同时，故事呈现出多线发展的格局，情节有了更高的观赏性。\n                                        \n                                    　　第一部结尾，博罗米尔被强兽人杀死之后，两个哈比族人皮平和梅利也被强兽人绑架，阿拉贡、精灵莱戈拉斯（奥兰多•布鲁姆 饰）、侏儒金利一路追踪强兽人，营救皮平和梅利，遇到了“复活”的白袍巫师甘道夫（伊恩•麦凯伦 饰）。此时，投降索伦的白袍巫师萨鲁曼控制了人类洛汉王国的国王，并派出大量的强兽人军队，准备消灭人类。阿拉贡、莱戈拉斯和金利在甘道夫的带领下，帮助洛汉王国对抗邪恶力量的入侵。\n                                        \n                                    　　幸运的皮平和梅利被会说话的树精救了出来，并且遇到“复活”的甘道夫，在甘道夫的授意下，树精保护了两人的安全，并且带他们参加树精大会，大会上，树精们讨论对待中土大战的态度：是继续当中立者，逆来顺受，还是奋起反抗？\n       
1291573,虫虫危机,1998,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910833170.jpg,约翰·拉塞特,安德鲁·斯坦顿,大卫·弗利,喜剧,1998/11/25, 美国, 英语,95, 虫虫特工队,tt0120623,7.8,65422,20.9,50.2,27.5,1.3,0.1,动画/美国/迪斯尼/pixar/动画片/DISNEY/美国电影/1998,菲力在蚂蚁王国里并不怎么受欢迎，尽管他发明了先进的收割机，然而阴差阳错，他竟然惹了大祸，公主妹妹小不点因此被蝗虫敌人捉去，而且蚂蚁的粮食也受到了蝗虫的威胁。即使菲力救出了小不点，但还是被赶出蚂蚁王国。只有他在外面的世界找到了对付蝗虫的办法，才有可能回到家园。\n                                    \n                                　　菲力在城市中遇到了马戏团的一队昆虫。爬虫、蝴蝶、瓢虫、臭虫，他们都似乎身怀绝技，令菲力十分兴奋，于是菲力把他们请回蚂蚁王国对付蝗虫。一场恶战即将开始，昆虫们愈战愈勇，和菲力一同投入到斗争中。智勇双全的菲力也终于回到了蚂蚁王国中，受到大伙儿的赞赏。
1291574,玩具总动员2,1999,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1283688673.jpg,约翰·拉塞特,约翰·拉塞特,汤姆·汉克斯,喜剧,1999/11/24, 美国, 英语,92, 反斗奇兵2(港) / 反斗奇兵续集 / 玩具的故事2,tt0120363,8.1,106377,28.6,50.7,19.8,0.9,0.1,动画/美国/pixar/迪斯尼/动画片/1999/DISNEY/美国电影,自从上一集牛仔伍迪救回巴斯光年之后，他一直和其他玩具一起快乐的生活在小主人家。一次，小主人参加夏令营去了，伍迪因为破旧而没被带去。留在家里的伍迪恰巧被一个玩具收藏家发现了，认为他是近代最具代表性的玩具。于是将伍迪被偷了出来放在颇富盛名的文化博物馆内展览。在家里所有的玩具 都很担心伍迪，因此巴斯光年自告奋勇去寻找伍迪，但是当他们发现伍迪在展览馆时， 伍迪却似乎不再愿意回去过那平凡的生活……
1291575,玩具总动员,1995,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1158743783.jpg,约翰·拉塞特,乔斯·韦登,汤姆·汉克斯,喜剧,1995/11/22, 美国, 英语,81, 反斗奇兵(港) / 玩具的故事,tt0114709,8.3,187504,33.7,48.4,17,0.8,0.1,动画/美国/迪斯尼/pixar/玩具总动员/动画片/美国电影/DISNEY,小主人家境富裕，拥有一屋的玩具。其中他最爱的是牛仔玩偶胡迪，胡迪因此成为众玩具的“老大”。当小主人出门在外时，一屋的玩具自成世界，过着自己的生活。一天，小主人带回了一个新的玩意：太空战警巴斯光年。巴斯光年长相新奇，功能先进，令小主人爱不释手，威胁到了胡迪的地位。胡迪千方百计要赶走巴斯，一不小心二人一起掉出了房间窗口外，邻居的恶狗在狂吠，邻居的小孩是一个玩具虐待狂，胡迪巴斯能不能化敌为友，消灾解难？
1291576,蒸汽男孩,2004,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p454040918.jpg,大友克洋,大友克洋,铃木杏,科幻,2004/7/17, 日本, 日语,126, 蒸汽少年 / Steamboy,tt0348121,7.7,18625,21.1,46.6,28.7,3.1,0.4,大友克洋/动画/日本/日本动画/科幻/蒸汽男孩/动漫/电影,十九世纪中叶，维多利亚时代的大英帝国，工业革命方兴未艾，理性与进步似乎凌驾一切，标志了人类文明昂首进步的无限可能。\n                                        \n                                    　　就在第一次万国博览会揭幕前夕，住在伦敦的13岁少年雷•史汀（铃木杏 Anne Suzuki 配音）突然收到发明家祖父（中村嘉葎雄 Katsuo Nakamura 配音）从美国寄来，称之为“蒸气球”（Steam Ball）的神秘动力装置。同时间，英国情报组织，以及一个名为奥哈拉基金会的黑暗组织，都觊觎“蒸气球”所蕴含的惊人力量。雷因此而突遭一伙身份不明的人的袭击，雷只好带着金属球，踏上逃亡之路。为寻求真相雷来到美国，从父亲艾迪（津嘉山正种 Masatane Tsukayama 配音）口中雷得知“蒸气球”依据全新机械理论所设计，可以产生一种划时代的庞大能源，足以供应整个国家所需。路途中，雷邂逅了美丽的富家千金斯嘉丽（小西真奈美 Manami...
1291577,超人总动员,2004,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2167017148.jpg,布拉德·伯德,布拉德·伯德,格雷格·T·尼尔森,喜剧,2004/11/5, 美国, 英语 ,115, 超人特攻队 / 超人家族 / 超人特工队,tt0317705,8,184499,26.2,50,22.5,1.1,0.1,动画/美国/pixar/喜剧/动画片/皮克斯/卡通/2004,鲍勃是一个超人特工，他惩恶扬善，深受街坊邻里的爱戴。“不可思议”先生就是他的光荣外号。他和另一个超人特工“弹力女超人”相爱，两人结婚后过上平静的生活。\n                                    \n                                　　15年过去了，鲍勃已经像普通人一样生活，当上了保险公司的理赔员。然而他心中还是有着技痒之时。当他知道有发明家要展开攻击超人特工队、毁灭人类的计划，鲍勃终于按捺不住了。他要重出江湖，挽救人类护卫地球。但中年的超人已经大腹便便，他和敌人的斗争充满了悬念。鲍勃的妻子也跟丈夫一起投入到这场艰巨的战争中。
1291578,冰川时代,2002,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,卡洛斯·沙尔丹哈,迈克尔·伯格,雷·罗马诺,喜剧,2002/3/15, 美国, 英语 ,81, 冰河世纪 / 冰原历险记,tt0268380,8.5,344043,38.9,47.6,12.8,0.6,0.1,动画/美国/喜剧/搞笑/卡通/经典/动画电影/动漫,冰河时期降至，动物们都急着迁徙到温暖的地方及储存食物。长毛象曼弗瑞德、树獭希德、剑齿虎迪亚戈为了帮助一个人类的婴儿回到父母身边，因而也掉了动物们迁徙的队伍。三只性格各异的动物，觉得集合力量帮助婴儿。一路上，善良的曼弗瑞德总觉得迪亚戈心怀鬼胎，想吃掉婴儿，互相猜疑。他们一起经历了无数艰难险阻，终于能够真诚相对。\n                                    \n                                　　当剑齿虎迪亚戈的同伴知道它身边正有一个婴儿，饥寒交迫的它们就想迪亚戈把婴儿交给它们当食物，迪亚戈已对可爱的小婴儿产生了感情，无法下手，而迪亚戈该如何选择呢？小婴儿又能否安全回到家中？
1291579,怪兽电力公司,2001,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,彼特·道格特,安德鲁·斯坦顿,约翰·古德曼,儿童,2001/11/2, 美国, 英语,92, 怪兽公司(港) / 怪物公司,tt0198781,8.6,324665,44,44,11.5,0.5,0.1,动画/美国/迪斯尼/喜剧/pixar/动画片/美国电影/disney,我们不知道，在那样的世界里住着那样一群怪物。他们长相滑稽，却必须装作狰狞。因为，在夜深的时候，他们要悄悄的出现在孩子的衣橱里，吓唬刚刚甜美睡去的宝宝。一切，只因为他们是怪物电力公司的员工，而孩子的尖叫，则是怪物王国发电的全部能量。怪物们害怕孩子，却又必须让孩子尖叫。在怪物的国度里，他们都是为全民造福的英雄。\n                                        \n                                    　　毛怪苏利文（约翰•古德曼）是怪物公司最出色的员工，业绩总是摇摇领先，他吓哭的小孩儿不计其数。他与搭档大眼怪麦克（比利•克里斯托）很受大家的爱戴。一次偶然，毛怪不小心把一个两岁的小女孩阿布（玛丽•吉布斯）带回了怪物世界，引起了极大的恐慌，调皮可爱的阿布把这些可怕的怪物吓的人仰马翻。警方在追捕阿布，而坏蛋亨利（詹姆斯•柯博）也计划利用阿布进行他改革工厂的邪恶计划。\n                                        \n                                    　　另一方面，
1291580,杀死比尔,2003,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p820453760.jpg,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,乌玛·瑟曼,动作,2003/9/29, 美国, 英语 ,111, 追杀比尔(台) / 标杀令(港) / 杀死比尔：第一卷,tt0266697,8.1,250578,33.1,45,18.8,2.5,0.7,暴力/动作/美国/暴力美学/血腥/2003/犯罪/经典,这是一部令人眼花缭乱，绝对能带给您感官刺激的动作电影。一个新娘（乌玛•瑟曼Uma Thurman饰）在自己的婚礼上遭到了暗杀，婚礼瞬间变成了一片狼籍的红色。幸运的是，新娘并没有就此消失，而是在四年后苏醒过来，并且接受了高强度的各种各样的武术训练，开始踏上了自己的复仇之路，在世界各地寻找给自己带来灾难的人。当然，她也遇到了许多阻碍。日本杀手（刘玉玲饰）就是其中之一。\n                                    \n                                　　这场红色的复仇之路究竟伸向何处，又有多曲折呢？
1291581,怪物史瑞克,2001,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910896706.jpg,安德鲁·亚当森,威廉·史塔克,麦克·梅尔斯,动画,2001/5/18, 美国, 英语,90, 怪物史莱克 / 史瑞克 / 史力加,tt0126029,7.9,138694,21.5,52.3,24.8,1.2,0.2,动画/梦工厂/美国/喜剧/动画片/美国电影/爱情/shrek,史莱克生活在平凡的世界中——他本身是一个其貌不扬的怪物，绿色的身体，古怪的脾气，不爱干净的懒散生活。这天他家里来了几个不速之客，他们告诉史莱克，自己来自一个残暴国王统治下的王国，现在已经无家可归了。而且，那个残暴的国王还掠夺了一个美丽非凡的公主，打算强占为妻。\n                                    \n                                　　史莱克虽说丑陋，却心内善良。在领主的威逼下，无奈下他只能前去搭救公主，同时心想一睹公主芳容。路上，他遇到了一个话痨骡子，骡子知道了史莱克的事迹，决定忠心耿耿为之效劳。\n                                    \n                                　　前路有喷火恶龙等着和他们搏斗呢，他们能不能闯过难关，上演完美的英雄救美童话？
1291582,怪物史瑞克2,2004,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910896984.jpg,安德鲁·亚当森,安德鲁·亚当森,麦克·梅尔斯,动画,2004/5/19, 美国, 英语,93, 怪物史莱克2 / 史瑞克2 / 史力加2,tt0298148,7.6,76180,15.7,48.9,33.1,2.1,0.2,动画/美国/梦工厂/喜剧/动画片/shrek/美国电影/爱情,延续了第一部的风格，继续对经典童话进行善意的颠覆。\n                                    \n                                　　史莱克和费奥娜公主度完浪漫的蜜月后，回到沼泽地。受费奥娜的父母哈沃尔德国王和莉莲王后的邀请，怪物夫妻带着他们的驴子，浩浩荡荡赶往“遥远国”。\n                                    \n                                　　国王和皇后见到分别多日的女儿和乘龙快婿，惊喜变成惊吓，灾难似乎也从此开始。\n                                    \n                                　　公主从前的仙女教母，很早前就曾叫自己的儿子“魅力王子”去城堡里屠龙救美，可惜让史莱克抢先了一步，她找到了童话中鼎鼎大名的怪物杀手穿靴子的猫，准备抢回自己心目中的媳妇。
1291583,天空之城,1986,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1446261379.jpg,宫崎骏,宫崎骏,田中真弓,动画,1986/8/2, 日本, 日语,125, Tenkû no shiro Rapyuta / Laputa: Castle in the Sk,tt0092067,9.1,453729,60.6,32.5,6.5,0.3,0.1,宫崎骏/动画/天空之城/日本/动漫/日本动画/宮崎駿/经典,古老帝国拉比达是一座漂浮在空中的巨大的机器岛，传说那里已经无人居住，蕴藏着巨大的财富。因此，无论军方还是海盗，都在找寻着这座传说中的飞行岛。\n                                    \n                                　　矿工帕克这天偶遇拉达比继承人希达，两人一见如故。因为希达身上有找寻拉比达帝国的重要物件飞行石，军方和海盗两帮人马都在追杀希达。帕克带着希达一起逃亡，最终都没有逃出军方的手中，希达被军队掳走了。\n                                    \n                                　　为救朋友，帕克只能选择与海盗合作。帕克与海盗成功救出了希达，同时，他们也发现了军方的邪恶计划。为了阻止军方邪恶计划的实施，他们和海盗一起踏上了寻找拉比达之旅。
